FILM;ID ACTEUR;
tt0102951;nm0000398;
tt0102951;nm0001550;
tt0103100;nm0033458;
tt0103100;nm0000375;
tt0103100;nm0003318;
tt0099005;nm0001802;
tt0099005;nm0000154;
tt0099005;nm0000375;
tt0097044;nm0641939;
tt0097044;nm0000375;
tt0097044;nm0001732;
tt0098524;nm0000249;
tt0098524;nm0000375;
tt0098524;nm0171513;
tt0098464;nm0709704;
tt0098464;nm0005467;
tt0098464;nm0168394;
tt0094594;nm0001136;
tt0094594;nm0000662;
tt0094594;nm0000375;
tt0095409;nm0001309;
tt0095409;nm0000375;
tt0095409;nm0322339;
tt0093407;nm0000530;
tt0093407;nm0000415;
tt0093407;nm0000375;
tt0095978;nm0611898;
tt0095978;nm0000236;
tt0095978;nm0790071;
tt0093737;nm0000375;
tt0093737;nm0000208;
tt0093737;nm0000454;
tt0090629;nm0689488;
tt0090629;nm0635649;
tt0090629;nm0342245;
tt0090685;nm0001098;
tt0090685;nm0949350;
tt0090685;nm0001419;
tt0253020;nm0244243;
tt0253020;nm0444972;
tt0253020;nm0000375;
tt0088579;nm0001715;
tt0088579;nm0000515;
tt0088579;nm0001512;
tt0090305;nm0001456;
tt0090305;nm0001309;
tt0090305;nm0593819;
tt0089208;nm0086014;
tt0089208;nm0947010;
tt0089208;nm0629278;
tt0090213;nm0000652;
tt0090213;nm0597857;
tt0090213;nm0001668;
tt0087263;nm0000414;
tt0087263;nm0000693;
tt0087263;nm0171754;
tt0085208;nm0001759;
tt0085208;nm0581008;
tt0085208;nm0000275;
tt0068659;nm0376318;
tt0068659;nm0026035;
tt0068659;nm1511554;
tt0066234;nm0257552;
tt0066234;nm0337928;
tt0066234;nm0182582;
tt1654526;nm2851530;
tt1654526;nm0002907;
tt13016388;nm4263213;
tt13016388;nm0938950;
tt13016388;nm2555462;
tt7645334;nm1840504;
tt7645334;nm6408859;
tt7645334;nm0004286;
tt14807308;nm1670601;
tt14807308;nm1659547;
tt14807308;nm0608090;
tt13669038;nm2976580;
tt13669038;nm0924210;
tt13669038;nm1913734;
tt1655389;nm0134072;
tt1655389;nm1869101;
tt1655389;nm0004778;
tt13249596;nm5245722;
tt13249596;nm0000412;
tt13249596;nm0002065;
tt11685912;nm1782299;
tt11685912;nm0000666;
tt11685912;nm0000982;
tt9615014;nm9571224;
tt9615014;nm0004715;
tt9615014;nm6532676;
tt13622108;nm1354496;
tt13622108;nm12933917;
tt13622108;nm12932920;
tt6704972;nm0249291;
tt6704972;nm9096847;
tt6704972;nm10229945;
tt13217756;nm2239702;
tt13217756;nm0000179;
tt13217756;nm3506828;
tt10482370;nm2742856;
tt10482370;nm0428765;
tt10482370;nm0000179;
tt9076562;nm0136797;
tt9076562;nm0177933;
tt9076562;nm0126284;
tt10633456;nm3081796;
tt10633456;nm10910136;
tt10633456;nm3680658;
tt8143990;nm0420955;
tt8143990;nm0000700;
tt8143990;nm0939697;
tt7984766;nm6077951;
tt7984766;nm5994557;
tt7984766;nm1433660;
tt2935510;nm0000093;
tt2935510;nm1550948;
tt2935510;nm0000169;
tt7563270;nm3480246;
tt7563270;nm2797756;
tt7563270;nm0836432;
tt4635282;nm1779870;
tt4635282;nm0005042;
tt4635282;nm0934113;
tt4353250;nm8629338;
tt4353250;nm1726032;
tt4353250;nm3718007;
tt6266538;nm0000288;
tt6266538;nm0010736;
tt6266538;nm0136797;
tt7125860;nm8460487;
tt7125860;nm4150847;
tt7125860;nm0005093;
tt1226837;nm0136797;
tt1226837;nm6244013;
tt1226837;nm0005491;
tt5884230;nm0001774;
tt5884230;nm3641002;
tt5884230;nm0278979;
tt4758646;nm0000093;
tt4758646;nm0079418;
tt4758646;nm1910274;
tt3967856;nm3673821;
tt3967856;nm0842770;
tt3967856;nm0200452;
tt1212428;nm1092227;
tt1212428;nm1500155;
tt1212428;nm0402271;
tt4975722;nm5218990;
tt4975722;nm0991810;
tt4975722;nm0365140;
tt1596363;nm0000288;
tt1596363;nm0136797;
tt1596363;nm0331516;
tt3707106;nm0001401;
tt3707106;nm0491259;
tt3707106;nm0000093;
tt2273657;nm1706767;
tt2273657;nm0428065;
tt2273657;nm0290556;
tt1020072;nm0252238;
tt1020072;nm0654648;
tt1020072;nm0001856;
tt2713180;nm0000093;
tt2713180;nm0479471;
tt2713180;nm0503567;
tt0795174;nm7173961;
tt0795174;nm9672566;
tt0795174;nm5885582;
tt3042800;nm2368508;
tt3042800;nm2049889;
tt3042800;nm0654648;
tt1684226;nm0749263;
tt1684226;nm2676147;
tt1684226;nm2774571;
tt2024544;nm0252230;
tt2024544;nm0931324;
tt2024544;nm1055413;
tt1650554;nm1093951;
tt1650554;nm1631269;
tt1650554;nm2395586;
tt0816711;nm0000093;
tt0816711;nm0257969;
tt0816711;nm2020146;
tt2647586;nm0002023;
tt2647586;nm0004920;
tt2647586;nm0004898;
tt0486531;nm0001804;
tt0486531;nm1065229;
tt0486531;nm0005024;
tt1764234;nm0000093;
tt1764234;nm0000501;
tt1764234;nm0420955;
tt2125653;nm0418659;
tt2125653;nm10981839;
tt2125653;nm0800108;
tt0478304;nm0000093;
tt0478304;nm1567113;
tt0478304;nm0000576;
tt0879870;nm0000849;
tt0879870;nm0000210;
tt0879870;nm0420955;
tt1250777;nm0000115;
tt1250777;nm1093951;
tt1250777;nm1631269;
tt0452694;nm0051509;
tt0452694;nm0515296;
tt0452694;nm1046097;
tt1134629;nm0000273;
tt1134629;nm0000705;
tt1134629;nm0082802;
tt0871425;nm0001212;
tt0871425;nm0005251;
tt0871425;nm0001100;
tt0443680;nm0000093;
tt0443680;nm0001731;
tt0443680;nm0000729;
tt0829459;nm0001401;
tt0829459;nm0001246;
tt0829459;nm0451234;
tt0756729;nm0000604;
tt0756729;nm0788340;
tt0756729;nm0765597;
tt0407887;nm0000138;
tt0407887;nm0000354;
tt0407887;nm0000197;
tt17569526;nm10692273;
tt17569526;nm3270435;
tt17569526;nm0133899;
tt14250484;nm11269095;
tt14250484;nm0133899;
tt13002242;nm1812637;
tt13002242;nm0440913;
tt13002242;nm0133899;
tt10545470;nm7557188;
tt10545470;nm0046424;
tt10545470;nm0133899;
tt9172422;nm3723133;
tt9172422;nm0000809;
tt9172422;nm0133899;
tt20895888;nm6267251;
tt20895888;nm7865906;
tt20895888;nm4430337;
tt4725842;nm2442560;
tt4725842;nm6113836;
tt4725842;nm2404515;
tt6451260;nm0500976;
tt6451260;nm0133899;
tt6451260;nm0268949;
tt7250056;nm0000300;
tt7250056;nm0531195;
tt7250056;nm0133899;
tt7476116;nm0023832;
tt7476116;nm0688143;
tt7476116;nm0133899;
tt6293032;nm0491259;
tt6293032;nm4728607;
tt6293032;nm0133899;
tt5078354;nm1745743;
tt5078354;nm0133899;
tt5078354;nm0302916;
tt3922798;nm3827844;
tt3922798;nm3003862;
tt3922798;nm0764527;
tt4607228;nm3114649;
tt4607228;nm0494504;
tt4607228;nm0133899;
tt3083008;nm0004936;
tt3083008;nm1483369;
tt3083008;nm0133899;
tt3324494;nm0320759;
tt3324494;nm0077873;
tt3324494;nm0133899;
tt2929890;nm0000366;
tt2929890;nm1194748;
tt2929890;nm0133899;
tt2040020;nm1969934;
tt2040020;nm0377564;
tt2040020;nm0431956;
tt2165236;nm0167388;
tt2165236;nm1812637;
tt2165236;nm2027009;
tt2018079;nm0359652;
tt2018079;nm0000809;
tt2018079;nm0133899;
tt2087850;nm0500976;
tt2087850;nm1995246;
tt2087850;nm0241121;
tt2151905;nm0218615;
tt2151905;nm0856493;
tt2151905;nm0133899;
tt1837587;nm4588609;
tt1837587;nm0133899;
tt1837587;nm0144377;
tt2027265;nm1871951;
tt2027265;nm0133899;
tt2027265;nm4736135;
tt1294688;nm0578949;
tt1294688;nm0461136;
tt1294688;nm0941777;
tt0806029;nm0001437;
tt0806029;nm0133899;
tt0806029;nm0487884;
tt1149592;nm0656768;
tt1149592;nm0001653;
tt1149592;nm0133899;
tt1320307;nm0491259;
tt1320307;nm3281449;
tt1320307;nm0133899;
tt0942379;nm0167388;
tt0942379;nm1202905;
tt0942379;nm0133899;
tt0920454;nm0660854;
tt0920454;nm0002100;
tt0920454;nm0133899;
tt0881233;nm0283997;
tt0881233;nm2807351;
tt0881233;nm0133899;
tt0792965;nm0851582;
tt0792965;nm0830802;
tt0792965;nm0133899;
tt0362225;nm0167388;
tt0362225;nm0244707;
tt0362225;nm0189887;
tt0444519;nm0283997;
tt0444519;nm0057842;
tt0444519;nm0580101;
tt0430224;nm0002100;
tt0430224;nm0895759;
tt0430224;nm0000322;
tt0424205;nm1208167;
tt0424205;nm0299811;
tt0424205;nm0133899;
tt0381442;nm0688143;
tt0381442;nm0951456;
tt0381442;nm0133899;
tt0411343;nm0652808;
tt0411343;nm0674742;
tt0411343;nm0133899;
tt0383995;nm1368718;
tt0383995;nm0046494;
tt0383995;nm0751606;
tt0309872;nm0075710;
tt0309872;nm1208167;
tt0309872;nm0133899;
tt0290809;nm0001393;
tt0290809;nm0246362;
tt0290809;nm0201669;
tt0287448;nm0512071;
tt0287448;nm0133899;
tt0287448;nm0235461;
tt0164961;nm0000367;
tt0164961;nm0133899;
tt0164961;nm0766046;
tt0235606;nm0000782;
tt0235606;nm0487254;
tt0235606;nm0133899;
tt0267608;nm1059138;
tt0267608;nm0141140;
tt0267608;nm0252979;
tt0216669;nm0873453;
tt0216669;nm0949350;
tt0216669;nm0133899;
tt0204761;nm0339621;
tt0204761;nm0000521;
tt0204761;nm0133899;
tt0163978;nm0000138;
tt0163978;nm0842770;
tt0163978;nm0948679;
tt0289781;nm0075710;
tt0289781;nm0609824;
tt0289781;nm0133899;
tt0143316;nm0946179;
tt0143316;nm0194759;
tt0143316;nm0133899;
tt0235688;nm0184477;
tt0235688;nm0308036;
tt0235688;nm0244782;
tt0304685;nm0796316;
tt0304685;nm0451376;
tt0304685;nm0310865;
tt0150464;nm0000962;
tt0150464;nm0487254;
tt0150464;nm0001461;
tt0118834;nm0339621;
tt0118834;nm0075650;
tt0118834;nm0116254;
tt0192940;nm0243175;
tt0192940;nm0603399;
tt0192940;nm0712204;
tt0118685;nm0734000;
tt0118685;nm0133899;
tt0118685;nm0445102;
tt0229636;nm0081175;
tt0229636;nm0133899;
tt0229636;nm0165401;
tt0448880;nm0078423;
tt0448880;nm0190118;
tt0448880;nm0133899;
tt0167824;nm0294401;
tt0167824;nm0946179;
tt0167824;nm0133899;
tt0229491;nm0652808;
tt0229491;nm0487022;
tt0229491;nm0445102;
tt0201322;nm0696163;
tt0201322;nm0686263;
tt0201322;nm0168489;
tt0297892;nm0594885;
tt0297892;nm0814799;
tt0297892;nm0133899;
tt0169458;nm0217868;
tt0169458;nm0863983;
tt0169458;nm1917050;
tt0168001;nm0235460;
tt0168001;nm0294401;
tt0168001;nm0946179;
tt0387321;nm0305368;
tt0387321;nm0747690;
tt0387321;nm0133899;
tt0208064;nm0195522;
tt0208064;nm1485911;
tt0208064;nm0038454;
tt0172040;nm0718881;
tt0172040;nm0534997;
tt0172040;nm0494455;
tt12610390;nm0000242;
tt12610390;nm0000932;
tt12610390;nm0799777;
tt14439896;nm0000242;
tt14439896;nm0000154;
tt14439896;nm0915865;
tt16304360;nm0525441;
tt16304360;nm0134137;
tt16304360;nm7849108;
tt6654210;nm0000242;
tt6654210;nm0252230;
tt6654210;nm5824400;
tt0835434;nm2499064;
tt0835434;nm0000321;
tt0835434;nm0001848;
tt11945774;nm1184988;
tt11945774;nm6677886;
tt11945774;nm1369247;
tt13182824;nm8239237;
tt13182824;nm11964099;
tt13182824;nm11951636;
tt4651466;nm6366586;
tt4651466;nm0000242;
tt4651466;nm0110168;
tt11921386;nm11461840;
tt11921386;nm6574323;
tt11921386;nm13498175;
tt9148598;nm11257743;
tt9148598;nm6357443;
tt9148598;nm11257746;
tt8629748;nm0000242;
tt8629748;nm6328300;
tt8629748;nm0000273;
tt10256182;nm5302838;
tt10256182;nm9166383;
tt10256182;nm7665954;
tt2891574;nm6041749;
tt2891574;nm0913475;
tt2891574;nm0425005;
tt7401588;nm0000242;
tt7401588;nm0126284;
tt7401588;nm5097044;
tt4560436;nm3299397;
tt4560436;nm1659348;
tt4560436;nm0000242;
tt4181172;nm0000202;
tt4181172;nm1416900;
tt4181172;nm1870963;
tt5657846;nm0002071;
tt5657846;nm0000242;
tt5657846;nm0000154;
tt4572514;nm1157358;
tt4572514;nm0000242;
tt4572514;nm0799777;
tt1860357;nm0000621;
tt1860357;nm0000242;
tt1860357;nm0341174;
tt3353060;nm1710309;
tt3353060;nm0000491;
tt3353060;nm0817027;
tt1674771;nm0175305;
tt1674771;nm0004978;
tt1674771;nm1483196;
tt3333880;nm0000242;
tt3333880;nm3258279;
tt3333880;nm0005531;
tt2039393;nm0000422;
tt2039393;nm0000242;
tt2039393;nm0001448;
tt0979432;nm0000114;
tt0979432;nm0788335;
tt0979432;nm0531808;
tt2520338;nm0907548;
tt2520338;nm4551978;
tt2520338;nm0687146;
tt1091191;nm0000242;
tt1091191;nm0386472;
tt1091191;nm2018237;
tt1392214;nm0205626;
tt1392214;nm0350453;
tt1392214;nm0413168;
tt1235522;nm0001876;
tt1235522;nm0000242;
tt1235522;nm0000128;
tt1524137;nm0000242;
tt1524137;nm0000295;
tt1524137;nm0000610;
tt1834827;nm2901344;
tt1834827;nm0956603;
tt1834827;nm0547800;
tt1299365;nm1034965;
tt1299365;nm0711559;
tt1299365;nm1128572;
tt0387199;nm0175305;
tt0387199;nm0004978;
tt0387199;nm0001143;
tt0964517;nm0000288;
tt0964517;nm0010736;
tt0964517;nm0000242;
tt0498399;nm0000242;
tt0498399;nm0578949;
tt0498399;nm0001618;
tt17024450;nm0000243;
tt17024450;nm0266824;
tt10095582;nm1307435;
tt10095582;nm0000243;
tt10095582;nm0000531;
tt10016180;nm1785339;
tt10016180;nm0000243;
tt10016180;nm0001467;
tt3766354;nm0000243;
tt3766354;nm5480894;
tt3766354;nm0050959;
tt6000478;nm0268199;
tt6000478;nm0000243;
tt6000478;nm0252238;
tt2671706;nm0205626;
tt2671706;nm0000243;
tt2671706;nm0376610;
tt0455944;nm0190744;
tt0455944;nm0000243;
tt0455944;nm1631269;
tt1272878;nm0000242;
tt1272878;nm1745736;
tt1272878;nm0000243;
tt1907668;nm0000332;
tt1907668;nm0000243;
tt1907668;nm1229204;
tt1599348;nm0001598;
tt1599348;nm0000243;
tt1599348;nm0005351;
tt0477080;nm0000243;
tt0477080;nm1517976;
tt0477080;nm0206257;
tt1037705;nm0000243;
tt1037705;nm0005109;
tt1037705;nm0829032;
tt1111422;nm0000243;
tt1111422;nm0000237;
tt1111422;nm0350079;
tt0427309;nm0001845;
tt0427309;nm0253708;
tt0427309;nm0000243;
tt0765429;nm0000243;
tt0765429;nm0252230;
tt0765429;nm0000128;
tt0453467;nm1745736;
tt0453467;nm0000243;
tt0453467;nm0001029;
tt0454848;nm0000149;
tt0454848;nm0654110;
tt0454848;nm0000243;
tt0368008;nm0000243;
tt0368008;nm0000630;
tt0368008;nm0000658;
tt0328107;nm0000686;
tt0328107;nm0000243;
tt0328107;nm0266824;
tt0313443;nm0578949;
tt0313443;nm0000243;
tt0313443;nm0005125;
tt0168786;nm1035682;
tt0168786;nm0117146;
tt0168786;nm0000243;
tt0251160;nm1131193;
tt0251160;nm0000243;
tt0251160;nm0000380;
tt0139654;nm0001277;
tt0139654;nm0000243;
tt0139654;nm0000160;
tt0210945;nm0001599;
tt0210945;nm0000243;
tt0210945;nm0365445;
tt0174856;nm0000243;
tt0174856;nm0000679;
tt0174856;nm0788370;
tt0145681;nm0001401;
tt0145681;nm0000243;
tt0145681;nm0001451;
tt0133952;nm0000906;
tt0133952;nm0000243;
tt0133952;nm0000246;
tt0124718;nm0020931;
tt0124718;nm0000243;
tt0124718;nm0000170;
tt0119099;nm0000422;
tt0119099;nm0000243;
tt0119099;nm0000661;
tt0117372;nm0000243;
tt0117372;nm0001365;
tt0117372;nm0005524;
tt0115956;nm0001617;
tt0115956;nm0000243;
tt0115956;nm0000212;
tt0112857;nm0000243;
tt0112857;nm0001744;
tt0112857;nm0000884;
tt0114857;nm0000243;
tt0114857;nm0001488;
tt0114857;nm0000128;
tt0112740;nm0002023;
tt0112740;nm0000432;
tt0112740;nm0000243;
tt0107818;nm0000158;
tt0107818;nm0000243;
tt0107818;nm0561809;
tt0107798;nm0001731;
tt0107798;nm0000210;
tt0107798;nm0000243;
tt0107616;nm0000668;
tt0107616;nm0000206;
tt0107616;nm0000110;
tt0104797;nm0005148;
tt0104797;nm0000243;
tt0104797;nm0000291;
tt0102789;nm0001384;
tt0102789;nm0000243;
tt0102789;nm0001475;
tt0102456;nm0000243;
tt0102456;nm0002004;
tt0102456;nm0786022;
tt0099750;nm0001364;
tt0099750;nm0000243;
tt0099750;nm0916050;
tt0097441;nm0000243;
tt0097441;nm0000111;
tt0097441;nm0000144;
tt0097373;nm0372317;
tt0097373;nm0000243;
tt0097373;nm0152521;
tt0097880;nm0000243;
tt0097880;nm0289038;
tt0097880;nm0870186;
tt0083483;nm0001556;
tt0083483;nm0000893;
tt0083483;nm0005177;
tt0092804;nm0000177;
tt0092804;nm0000243;
tt0092804;nm0800219;
tt0091106;nm0124333;
tt0091106;nm0005551;
tt0091106;nm0000243;
tt0091786;nm0000152;
tt0091786;nm0000432;
tt0091786;nm0001046;
tt0088146;nm0262543;
tt0088146;nm0738415;
tt0088146;nm0128360;
tt0087617;nm0267232;
tt0087617;nm0298323;
tt0087617;nm0614916;
tt0082138;nm0001719;
tt0082138;nm0756634;
tt0082138;nm0912001;
tt0078999;nm2393184;
tt0078999;nm0012524;
tt0078999;nm0109420;
tt0079161;nm0341562;
tt0079161;nm0000297;
tt0079161;nm0752751;
tt0076923;nm0076251;
tt0076923;nm0001807;
tt0076923;nm0003629;
tt15342244;nm9165599;
tt15342244;nm0249291;
tt15342244;nm0000244;
tt9174718;nm13505557;
tt9174718;nm10948100;
tt9174718;nm0000244;
tt7461272;nm0000244;
tt7461272;nm0006969;
tt7461272;nm0582149;
tt4513678;nm4689420;
tt4513678;nm0748620;
tt4513678;nm6016511;
tt3104956;nm0000177;
tt3104956;nm1072555;
tt3104956;nm0000244;
tt12824750;nm0000244;
tt12824750;nm4934993;
tt14393734;nm0001383;
tt14393734;nm3659314;
tt14393734;nm3017448;
tt4277922;nm1891185;
tt4277922;nm2771436;
tt4277922;nm0598857;
tt2222052;nm3150488;
tt2222052;nm4960279;
tt2222052;nm0000244;
tt6905542;nm2145218;
tt6905542;nm5637047;
tt6905542;nm2812026;
tt5323988;nm1896620;
tt5323988;nm1200650;
tt5323988;nm1797750;
tt7740574;nm7553598;
tt7740574;nm0000244;
tt7740574;nm4639087;
tt0408381;nm0573862;
tt0408381;nm0146414;
tt0408381;nm0167340;
tt4230076;nm1269983;
tt4230076;nm1214435;
tt4230076;nm1591496;
tt3293184;nm1040208;
tt3293184;nm2796745;
tt3293184;nm3042755;
tt16351432;nm1193091;
tt16351432;nm0000244;
tt16351432;nm3392525;
tt6990734;nm1193091;
tt6990734;nm0000244;
tt6990734;nm3392525;
tt5536736;nm2665105;
tt5536736;nm0001191;
tt5536736;nm0000163;
tt5034474;nm0001439;
tt5034474;nm0735442;
tt5034474;nm0001724;
tt3416532;nm0428065;
tt3416532;nm6484968;
tt3416532;nm0000244;
tt1289401;nm0565250;
tt1289401;nm1325419;
tt1289401;nm0571952;
tt1823672;nm0413168;
tt1823672;nm1663205;
tt1823672;nm2353862;
tt1528100;nm0000288;
tt1528100;nm0249291;
tt1528100;nm0001426;
tt7065844;nm0001089;
tt7065844;nm0000244;
tt1545106;nm1269983;
tt1545106;nm0932831;
tt1545106;nm0000224;
tt2239947;nm2312345;
tt2239947;nm0000244;
tt2239947;nm0001303;
tt1366365;nm0147147;
tt1366365;nm0000244;
tt1366365;nm0000246;
tt1748179;nm0000134;
tt1748179;nm0000244;
tt1748179;nm0614165;
tt1888593;nm0000495;
tt1888593;nm0000244;
tt1888593;nm0385792;
tt1259521;nm1165110;
tt1259521;nm0404307;
tt1259521;nm1393354;
tt1640548;nm0000437;
tt1640548;nm0004936;
tt1640548;nm0000244;
tt1600195;nm0000547;
tt1600195;nm1210124;
tt1600195;nm2934314;
tt1477837;nm1159180;
tt1477837;nm0000162;
tt1477837;nm0000604;
tt1414382;nm0068338;
tt1414382;nm0951148;
tt1414382;nm0000244;
tt1196134;nm0000741;
tt1196134;nm0000244;
tt1196134;nm0000675;
tt1526282;nm3270738;
tt1526282;nm3646409;
tt1526282;nm2634017;
tt1073510;nm0445987;
tt1073510;nm0000244;
tt1073510;nm0001089;
tt0892535;nm0000449;
tt0892535;nm0001538;
tt0892535;nm0222643;
tt0871426;nm0688132;
tt0871426;nm0000244;
tt0871426;nm0275486;
tt0847167;nm0005273;
tt0847167;nm0098378;
tt0847167;nm0000244;
tt0795176;nm0238419;
tt0795176;nm0041003;
tt0795176;nm0000244;
tt0473709;nm0000141;
tt0473709;nm0344435;
tt0473709;nm0000244;
tt0448124;nm0005251;
tt0448124;nm0000614;
tt0448124;nm0000244;
tt0465320;nm0023927;
tt0465320;nm2288714;
tt0465320;nm0940460;
tt0373024;nm0001099;
tt0373024;nm0386472;
tt0373024;nm0000244;
tt0368447;nm0000244;
tt0368447;nm0001618;
tt0368447;nm0000458;
tt0206501;nm0761587;
tt0206501;nm0781130;
tt0206501;nm0507917;
tt0311289;nm0479471;
tt0311289;nm0000685;
tt0311289;nm0000244;
tt0319470;nm0001439;
tt0319470;nm0000244;
tt0319470;nm1285554;
tt0149460;nm0224007;
tt0149460;nm0921942;
tt0149460;nm0005408;
tt0271219;nm0822155;
tt0271219;nm0544718;
tt0271219;nm0000244;
tt0260746;nm0494432;
tt0260746;nm0397124;
tt0260746;nm0000700;
tt0125022;nm0000432;
tt0125022;nm0001349;
tt0125022;nm0000244;
tt0177650;nm0002117;
tt0177650;nm0569790;
tt0177650;nm0000244;
tt0177789;nm0000741;
tt0177789;nm0000614;
tt0177789;nm0000244;
tt0160513;nm0000194;
tt0160513;nm0674243;
tt0160513;nm0000244;
tt0118583;nm0000213;
tt0118583;nm0684500;
tt0118583;nm0000244;
tt0119349;nm0000177;
tt0119349;nm0000260;
tt0119349;nm0000244;
tt0119227;nm0004743;
tt0119227;nm0000244;
tt0119227;nm0000554;
tt0112722;nm0000551;
tt0112722;nm0000244;
tt0112722;nm0000456;
tt0113464;nm0919117;
tt0113464;nm0001836;
tt0113464;nm0414772;
tt0109579;nm0934179;
tt0109579;nm0001426;
tt0109579;nm0000244;
tt0106673;nm0000177;
tt0106673;nm0000244;
tt0106673;nm0001449;
tt0103594;nm0000800;
tt0103594;nm0000244;
tt0103594;nm0000367;
tt0103644;nm0001165;
tt0103644;nm0000244;
tt0103644;nm0001097;
tt0097428;nm0000101;
tt0097428;nm0000244;
tt0097428;nm0000195;
tt0096463;nm0000148;
tt0096463;nm0000429;
tt0096463;nm0000244;
tt0095243;nm0364915;
tt0095243;nm0000244;
tt0095243;nm0000986;
tt0091164;nm0000323;
tt0091164;nm0442576;
tt0091164;nm0000244;
tt0090605;nm0001343;
tt0090605;nm0000299;
tt0090605;nm0000244;
tt0090235;nm0922756;
tt0090235;nm0000244;
tt0090235;nm0000367;
tt0087332;nm0000101;
tt0087332;nm0000244;
tt0087332;nm0000195;
tt0085412;nm0002138;
tt0085412;nm0000331;
tt0085412;nm0000244;
tt0086617;nm0000154;
tt0086617;nm0000244;
tt0086617;nm0001373;
tt0082353;nm0001626;
tt0082353;nm0000244;
tt0082353;nm0000458;
tt2403092;nm0363157;
tt2403092;nm0001346;
tt2403092;nm0000244;
tt0078748;nm0000643;
tt0078748;nm0000244;
tt0078748;nm0000457;
tt0077886;nm0065235;
tt0077886;nm0270742;
tt0077886;nm0000719;
tt0334832;nm2005602;
tt0334832;nm1668268;
tt0334832;nm0122301;
tt0075686;nm0000095;
tt0075686;nm0000473;
tt0075686;nm0731634;
tt0065346;nm0816926;
tt0065346;nm0531949;
tt0065346;nm0425133;
tt1727770;nm0080276;
tt1727770;nm0000295;
tt1727770;nm0670408;
tt2692250;nm0001774;
tt2692250;nm0005562;
tt2692250;nm0000245;
tt0910885;nm0241173;
tt0910885;nm0334179;
tt0910885;nm0570364;
tt1294970;nm0005109;
tt1294970;nm0000245;
tt1294970;nm0227759;
tt2624412;nm0000834;
tt2624412;nm4539692;
tt2624412;nm0000245;
tt2710104;nm0001264;
tt2710104;nm2312345;
tt2710104;nm0000245;
tt1839642;nm0000906;
tt1839642;nm0000438;
tt1839642;nm0000245;
tt1327773;nm0001845;
tt1327773;nm0000131;
tt1327773;nm0001856;
tt1931435;nm0000134;
tt1931435;nm0000473;
tt1931435;nm0001337;
tt1492966;nm3463761;
tt1492966;nm3425494;
tt1492966;nm0127373;
tt1703925;nm0000704;
tt1703925;nm1172116;
tt1703925;nm1463709;
tt0976238;nm0001293;
tt0976238;nm0000237;
tt0976238;nm0000245;
tt0206512;nm0265067;
tt0206512;nm0120309;
tt0206512;nm0444786;
tt1078912;nm0010736;
tt1078912;nm0001774;
tt1078912;nm0005562;
tt1247692;nm0916406;
tt1247692;nm0000228;
tt1247692;nm1551130;
tt1262981;nm0754512;
tt1262981;nm1646177;
tt1262981;nm0000245;
tt0319931;nm1193098;
tt0319931;nm0780435;
tt0319931;nm0860465;
tt18304834;nm0000775;
tt18304834;nm0057113;
tt18304834;nm0000255;
tt0426931;nm0383603;
tt0426931;nm0005392;
tt0426931;nm0001667;
tt0762114;nm0601553;
tt0762114;nm1024677;
tt0762114;nm0000245;
tt0477347;nm0001774;
tt0477347;nm0315041;
tt0477347;nm0001303;
tt0483726;nm0085400;
tt0483726;nm0001473;
tt0483726;nm0000245;
tt0449089;nm0385644;
tt0449089;nm0155693;
tt0449089;nm0000245;
tt0448075;nm0191412;
tt0448075;nm0001057;
tt0448075;nm0000245;
tt0402850;nm0000610;
tt0402850;nm0000456;
tt0402850;nm0000245;
tt0383534;nm0908094;
tt0383534;nm0004851;
tt0383534;nm0000215;
tt0372334;nm0000141;
tt0372334;nm0000495;
tt0372334;nm0000245;
tt0364343;nm0000227;
tt0364343;nm0001029;
tt0364343;nm0000245;
tt0278504;nm0000199;
tt0278504;nm0000245;
tt0278504;nm0005476;
tt0266452;nm0001416;
tt0266452;nm0001570;
tt0266452;nm0000245;
tt0265459;nm0890232;
tt0265459;nm0000245;
tt0265459;nm0001567;
tt0212720;nm0005286;
tt0212720;nm0640323;
tt0212720;nm0000179;
tt0182789;nm0001110;
tt0182789;nm0000245;
tt0182789;nm0000554;
tt0120716;nm0853364;
tt0120716;nm0000245;
tt0120716;nm0407285;
tt0161160;nm0002023;
tt0161160;nm0646440;
tt0161160;nm0731519;
tt0179036;nm0667326;
tt0179036;nm1049468;
tt0179036;nm0000245;
tt0129290;nm0005321;
tt0129290;nm0000245;
tt0129290;nm0518687;
tt0120889;nm0000421;
tt0120889;nm0001711;
tt0120889;nm0000245;
tt0119217;nm0000354;
tt0119217;nm0000255;
tt0119217;nm0000245;
tt0119137;nm0001315;
tt0119137;nm0000245;
tt0119137;nm0001520;
tt0118954;nm0001114;
tt0118954;nm0000095;
tt0118954;nm0000506;
tt0119109;nm0000345;
tt0119109;nm0000506;
tt0119109;nm0000245;
tt0108778;nm0000098;
tt0108778;nm0001435;
tt0108778;nm0001073;
tt0116477;nm0001046;
tt0116477;nm0001394;
tt0116477;nm0000110;
tt0117582;nm0000099;
tt0117582;nm0001364;
tt0117582;nm0000367;
tt0116669;nm0450116;
tt0116669;nm0000178;
tt0116669;nm0000245;
tt0115685;nm0001447;
tt0115685;nm0000432;
tt0115685;nm0000245;
tt0113497;nm0000379;
tt0113497;nm0000245;
tt0113497;nm0001372;
tt0233177;nm0115186;
